 no_of_dependents, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, loan_status, education_ Graduate, education_ Not Graduate, self_employed_ No, self_employed_ Yes,loan_status_encoded
2,6359442,15669963,6,444,12765018,10575539,24143345,Rejected,0.0,1.0,1.0,0.0,0
2,3995175,15137939,6,433,2136549,4506214,9928291,Rejected,0.0,1.0,1.0,0.0,0
0,8261372,20738627,12,404,3094217,529606,25762452,Rejected,1.0,0.0,1.0,0.0,0
4,7245148,19517723,10,367,10249159,5029106,19404010,Rejected,1.0,0.0,0.0,1.0,0
4,8300000,22432699,6,431,5524714,13855133,28573003,Rejected,0.0,1.0,1.0,0.0,0
4,1537333,5644266,13,380,1989866,837333,3432266,Rejected,1.0,0.0,1.0,0.0,0
1,4493110,14957619,7,463,11216284,7636952,16603966,Rejected,0.0,1.0,1.0,0.0,0
3,5195713,12231904,14,492,3130710,6239283,18188334,Rejected,1.0,0.0,1.0,0.0,0
4,6569281,17896077,9,501,2742485,10073203,18238563,Rejected,1.0,0.0,1.0,0.0,0
1,6539500,18260083,20,416,14037836,2497503,22960083,Rejected,0.0,1.0,1.0,0.0,0
2,4891094,15429770,12,436,2744529,792111,14683205,Rejected,0.0,1.0,0.0,1.0,0
0,2898234,9792937,15,397,5428250,4285874,8584108,Rejected,1.0,0.0,1.0,0.0,0
4,7184236,25394934,12,426,9378817,5805278,21310556,Rejected,0.0,1.0,0.0,1.0,0
4,4041406,13078904,4,479,231251,1027342,15096091,Rejected,1.0,0.0,1.0,0.0,0
2,932954,2399318,13,369,1833181,433636,2066363,Rejected,0.0,1.0,0.0,1.0,0
2,5013021,12000000,17,461,14510808,8439063,18017446,Rejected,1.0,0.0,0.0,1.0,0
0,3048533,7914669,13,422,8039731,685330,8222127,Rejected,1.0,0.0,1.0,0.0,0
4,8807627,19835488,11,341,23550581,7597511,29815255,Rejected,1.0,0.0,0.0,1.0,0
1,7749906,18594392,13,380,19160934,9333270,18977382,Rejected,1.0,0.0,1.0,0.0,0
3,1285722,3100000,14,348,1500000,628554,3907138,Rejected,1.0,0.0,1.0,0.0,0
0,5681694,17210460,8,383,4254915,7165376,14358159,Rejected,1.0,0.0,1.0,0.0,0
1,4675730,12785768,20,310,11551460,4765692,12817153,Rejected,1.0,0.0,0.0,1.0,0
3,8062290,30789980,18,417,14827443,4246298,23617423,Rejected,1.0,0.0,0.0,1.0,0
2,8401285,26180672,10,373,20459021,6805931,24981957,Rejected,0.0,1.0,1.0,0.0,0
1,9576433,36112102,7,524,24405732,16780887,31947133,Rejected,0.0,1.0,0.0,1.0,0
1,2087388,7311717,19,444,1427929,1118917,4721623,Rejected,1.0,0.0,1.0,0.0,0
3,7477737,25238433,6,401,10447135,580348,18859825,Rejected,0.0,1.0,0.0,1.0,0
0,4552686,9672444,13,476,3055111,7864646,11039515,Rejected,1.0,0.0,0.0,1.0,0
2,4415821,10100000,9,407,8091530,4523731,15443508,Rejected,1.0,0.0,0.0,1.0,0
2,8716834,30567338,14,468,19171563,4544199,32386317,Rejected,0.0,1.0,1.0,0.0,0
2,7945065,30801315,9,399,22811184,3202960,24242433,Rejected,1.0,0.0,1.0,0.0,0
3,6748135,23307373,12,466,2425932,11333305,26744407,Rejected,0.0,1.0,1.0,0.0,0
4,7703001,24356472,8,453,1412007,7662476,22016510,Rejected,1.0,0.0,0.0,1.0,0
0,9130412,19884462,6,385,16048140,7331074,19457768,Rejected,1.0,0.0,0.0,1.0,0
1,7341766,19188548,14,423,11813848,7102618,27729116,Rejected,0.0,1.0,1.0,0.0,0
1,8337633,29337328,14,418,21499847,3349618,27062824,Rejected,1.0,0.0,1.0,0.0,0
3,4757725,12147960,6,446,8822744,1025216,17417923,Rejected,1.0,0.0,1.0,0.0,0
2,1800000,5575825,17,373,3800000,1944693,4079480,Rejected,0.0,1.0,1.0,0.0,0
0,5719125,11935655,8,414,7833880,9638251,17364344,Rejected,1.0,0.0,1.0,0.0,0
5,3347059,11639705,15,476,8776478,5580884,11266175,Rejected,1.0,0.0,0.0,1.0,0
0,7999723,19519253,8,470,1940304,1419944,25360248,Rejected,1.0,0.0,1.0,0.0,0
1,934016,2738115,13,405,104099,270082,3370082,Rejected,1.0,0.0,0.0,1.0,0
0,1718656,5644031,12,408,3474624,1137312,6201502,Rejected,0.0,1.0,1.0,0.0,0
2,4053345,12172453,11,419,816877,4270223,11953345,Rejected,0.0,1.0,0.0,1.0,0
0,4582393,13884349,8,517,13247179,6407825,9788262,Rejected,0.0,1.0,0.0,1.0,0
4,1467184,3868739,11,351,2943753,1724986,4378123,Rejected,0.0,1.0,0.0,1.0,0
2,9159591,20405334,9,403,25079795,16554256,29141430,Rejected,1.0,0.0,0.0,1.0,0
1,4840154,13359073,8,363,13764555,7184247,14322857,Rejected,1.0,0.0,1.0,0.0,0
2,9516378,21640524,17,471,24475432,10518530,27002152,Rejected,0.0,1.0,0.0,1.0,0
2,5758169,12154576,7,394,8249015,10709153,19272883,Rejected,0.0,1.0,1.0,0.0,0
1,5706340,13819720,7,340,4254218,9112680,20511981,Rejected,0.0,1.0,0.0,1.0,0
1,3620896,8082092,12,386,6319402,3725379,14183586,Rejected,1.0,0.0,1.0,0.0,0
3,4122567,15573205,18,330,1713397,1307336,13682934,Rejected,0.0,1.0,1.0,0.0,0
3,4520602,16581281,16,411,6799246,6817964,16320226,Rejected,0.0,1.0,0.0,1.0,0
1,1100000,2808978,16,348,1736532,245510,2417957,Rejected,0.0,1.0,0.0,1.0,0
3,7931849,27764269,13,420,6101940,11137671,27818835,Rejected,0.0,1.0,0.0,1.0,0
2,371725,1043450,17,484,143450,400000,743450,Rejected,0.0,1.0,1.0,0.0,0
4,696438,1296438,16,364,2089315,1285754,1996438,Rejected,1.0,0.0,0.0,1.0,0
2,4838721,11146804,9,453,13785526,4660620,13183834,Rejected,1.0,0.0,1.0,0.0,0
0,3248768,8524384,10,339,7119539,531691,7838999,Rejected,1.0,0.0,1.0,0.0,0
4,1325942,2650628,15,322,1060458,2351884,2588913,Rejected,1.0,0.0,0.0,1.0,0
4,615977,1800000,8,419,1731954,678697,1800000,Rejected,0.0,1.0,0.0,1.0,0
3,1402926,4346826,16,445,3617560,1235120,5285366,Rejected,0.0,1.0,0.0,1.0,0
3,8178440,19732110,4,405,4073853,13584861,18864678,Rejected,1.0,0.0,1.0,0.0,0
3,5185166,13212822,4,422,6287177,5672344,18108611,Rejected,0.0,1.0,1.0,0.0,0
0,1800000,5645915,18,383,3800000,2201690,3752393,Rejected,0.0,1.0,1.0,0.0,0
3,5854951,20530062,19,432,8479928,2814897,22714897,Rejected,0.0,1.0,1.0,0.0,0
2,811469,2400000,8,478,593429,177060,2652449,Rejected,1.0,0.0,0.0,1.0,0
2,300000,704676,10,389,-65107,400000,600000,Rejected,0.0,1.0,1.0,0.0,0
4,9527854,26331804,14,452,13080363,8245357,30760726,Rejected,0.0,1.0,0.0,1.0,0
3,4011412,11691297,6,512,6162479,2417405,12202709,Rejected,0.0,1.0,0.0,1.0,0
3,7116688,14550326,13,510,13533115,10700391,18750717,Rejected,0.0,1.0,1.0,0.0,0
2,7465835,16592521,17,385,16348876,5521945,26317204,Rejected,1.0,0.0,1.0,0.0,0
2,4972292,12000000,18,479,14398803,8316876,18119269,Rejected,1.0,0.0,0.0,1.0,0
3,790827,2490827,19,399,1509172,313758,1618344,Rejected,1.0,0.0,0.0,1.0,0
3,883165,2583165,19,336,970301,883165,2646532,Rejected,0.0,1.0,1.0,0.0,0
2,4990471,11515880,9,450,5046005,3122232,19210298,Rejected,1.0,0.0,0.0,1.0,0
2,9454577,26583871,8,466,5054577,13963382,22534787,Rejected,0.0,1.0,1.0,0.0,0
2,5016038,12499008,7,499,3034060,3966336,18033267,Rejected,1.0,0.0,0.0,1.0,0
1,6807025,25823763,13,507,11776236,1663225,17676236,Rejected,1.0,0.0,0.0,1.0,0
0,4195168,10947584,4,378,7082528,7177696,9361151,Rejected,0.0,1.0,1.0,0.0,0
3,4010320,10810320,8,516,8829893,5259786,12796441,Rejected,0.0,1.0,0.0,1.0,0
2,6104795,21892241,14,476,6588011,5561072,13953313,Rejected,0.0,1.0,1.0,0.0,0
2,4846941,16187056,10,343,1796586,6859885,11431294,Rejected,0.0,1.0,1.0,0.0,0
1,4182021,11405053,8,415,11994946,4284548,10553645,Rejected,1.0,0.0,0.0,1.0,0
1,3651910,10468709,11,536,6683200,772531,12187022,Rejected,0.0,1.0,0.0,1.0,0
2,841051,3015268,9,363,279474,815268,2000000,Rejected,1.0,0.0,1.0,0.0,0
3,6978445,15020582,3,395,12976988,11576502,20500485,Rejected,1.0,0.0,1.0,0.0,0
0,2578365,7315797,5,358,6615797,200000,6516964,Rejected,1.0,0.0,1.0,0.0,0
0,2400627,7595606,12,372,5708787,4397489,6591212,Rejected,0.0,1.0,1.0,0.0,0
1,3138733,12132400,11,463,5946833,2000000,8690132,Rejected,1.0,0.0,1.0,0.0,0
0,4641515,14985333,15,336,12659636,200000,17418121,Rejected,0.0,1.0,1.0,0.0,0
4,7388293,17085829,2,440,14708009,1611090,20603696,Rejected,1.0,0.0,0.0,1.0,0
2,1255438,3990176,15,427,2720700,1533684,2932631,Rejected,0.0,1.0,1.0,0.0,0
3,7713542,30340627,8,383,19227084,13075517,26067178,Rejected,1.0,0.0,1.0,0.0,0
1,5343546,18809550,8,479,14443546,9452151,18752151,Rejected,0.0,1.0,0.0,1.0,0
2,3022120,10505302,13,340,8771665,1315907,7232725,Rejected,0.0,1.0,0.0,1.0,0
3,9036682,29526635,14,403,16556775,13789953,29681401,Rejected,0.0,1.0,1.0,0.0,0
2,7705083,20875465,12,417,16130498,4264418,27463538,Rejected,1.0,0.0,0.0,1.0,0
1,5145646,17906992,9,383,13266622,698284,15605277,Rejected,1.0,0.0,1.0,0.0,0
2,8072615,27201225,7,502,21767714,1935695,18344006,Rejected,0.0,1.0,0.0,1.0,0
3,9568924,32747709,6,495,4986753,1231075,28227689,Rejected,1.0,0.0,0.0,1.0,0
3,7202811,16514056,17,515,7814056,6318273,17308433,Rejected,1.0,0.0,0.0,1.0,0
0,8507043,30678701,7,422,3727287,1068663,23880809,Rejected,1.0,0.0,0.0,1.0,0
3,7986684,31160053,6,477,19773368,11573235,22379760,Rejected,1.0,0.0,1.0,0.0,0
3,940193,3480386,12,406,253268,1373848,2140193,Rejected,1.0,0.0,1.0,0.0,0
4,5419748,15119748,12,515,5167086,4588094,14064566,Rejected,0.0,1.0,1.0,0.0,0
0,1913779,3937798,14,508,896458,541339,4000000,Rejected,0.0,1.0,1.0,0.0,0
3,1251289,2851289,7,400,1310312,246132,2848710,Rejected,1.0,0.0,1.0,0.0,0
4,5365028,15849346,15,337,8213068,8913068,16807840,Rejected,0.0,1.0,0.0,1.0,0
3,7820004,24318183,12,396,18772735,5645448,20747269,Rejected,0.0,1.0,0.0,1.0,0
4,5881161,14081161,13,406,3883767,10708414,15327252,Rejected,0.0,1.0,0.0,1.0,0
4,336553,1200000,16,527,827937,173106,836553,Rejected,1.0,0.0,1.0,0.0,0
2,4249276,10473191,18,425,2209900,1576085,9223914,Rejected,0.0,1.0,1.0,0.0,0
0,1575548,4883699,16,490,4210345,1091849,3891849,Rejected,1.0,0.0,0.0,1.0,0
0,2210387,7979224,13,356,2664962,3668837,6671474,Rejected,0.0,1.0,0.0,1.0,0
4,6470042,15493710,13,419,15376332,1769083,20684541,Rejected,1.0,0.0,0.0,1.0,0
5,787429,1662289,7,367,1558286,770856,2687429,Rejected,0.0,1.0,1.0,0.0,0
2,5236080,13123754,7,402,2102285,2485387,19519183,Rejected,0.0,1.0,0.0,1.0,0
1,9184745,19354237,6,357,4505423,797288,34961356,Rejected,1.0,0.0,0.0,1.0,0
2,8849858,29760225,13,495,20641185,12879830,30540056,Rejected,1.0,0.0,0.0,1.0,0
5,5196964,16065160,14,512,13472714,9218178,15004553,Rejected,0.0,1.0,0.0,1.0,0
1,3294193,10497096,9,412,6932365,6126558,9886720,Rejected,0.0,1.0,1.0,0.0,0
1,8402073,21333563,4,426,14938401,6834945,31600691,Rejected,1.0,0.0,1.0,0.0,0
2,3500000,11142231,13,398,8542231,6220527,8010263,Rejected,1.0,0.0,1.0,0.0,0
4,3571130,10534226,17,543,3442261,4020834,11031547,Rejected,0.0,1.0,1.0,0.0,0
4,1301593,2904779,4,372,1722302,111151,2809558,Rejected,1.0,0.0,1.0,0.0,0
3,3944568,10744568,8,493,8851810,5303621,12500557,Rejected,0.0,1.0,0.0,1.0,0
2,600000,1319615,8,481,400962,581347,1900962,Rejected,1.0,0.0,1.0,0.0,0
3,6469784,22732375,8,439,7360431,3346042,13976258,Rejected,1.0,0.0,0.0,1.0,0
1,2358379,7841620,15,414,2377655,3647206,6213690,Rejected,0.0,1.0,0.0,1.0,0
0,7664076,27656305,18,524,1249325,3192229,22347184,Rejected,1.0,0.0,1.0,0.0,0
0,1754957,5654957,16,332,522521,722521,5554957,Rejected,1.0,0.0,1.0,0.0,0
3,1625044,5243872,17,438,1581172,1193783,3406394,Rejected,1.0,0.0,1.0,0.0,0
2,4679675,10389424,12,448,8647149,239025,15456100,Rejected,1.0,0.0,1.0,0.0,0
2,1390156,4124609,8,448,2950781,1414765,2885234,Rejected,0.0,1.0,1.0,0.0,0
4,5484105,11933793,11,478,1958949,2622528,20068210,Rejected,1.0,0.0,1.0,0.0,0
0,8869595,31834336,9,443,3523352,1385896,23858150,Rejected,1.0,0.0,0.0,1.0,0
3,2710542,8917469,18,408,5991265,1968373,7293072,Rejected,1.0,0.0,1.0,0.0,0
1,2612665,8087334,9,411,1274668,3987334,6406994,Rejected,1.0,0.0,1.0,0.0,0
0,3164486,6620911,2,395,100000,3646845,9891939,Rejected,1.0,0.0,1.0,0.0,0
3,2516133,9959155,16,365,5645200,2556977,6083866,Rejected,1.0,0.0,1.0,0.0,0
2,5119798,19151970,8,457,13162878,5092575,16360403,Rejected,1.0,0.0,1.0,0.0,0
2,2075954,7701272,13,396,5021501,3277226,6179770,Rejected,1.0,0.0,0.0,1.0,0
3,6115246,21554261,15,428,2872895,6100000,15093223,Rejected,1.0,0.0,0.0,1.0,0
3,683266,1555511,13,496,1516733,72244,1900000,Rejected,1.0,0.0,0.0,1.0,0
2,2769270,10800000,6,475,4489061,138540,10428644,Rejected,0.0,1.0,1.0,0.0,0
4,7808112,27404056,12,523,8516944,13408112,28731500,Rejected,1.0,0.0,0.0,1.0,0
0,1242451,2942451,15,444,405032,347483,4347483,Rejected,1.0,0.0,0.0,1.0,0
3,7332956,17457107,13,411,826414,11463649,23834087,Rejected,0.0,1.0,0.0,1.0,0
5,5356707,14796951,12,523,5979267,4656707,14289633,Rejected,0.0,1.0,1.0,0.0,0
1,9167690,28070760,13,484,20072369,6593859,33795320,Rejected,0.0,1.0,1.0,0.0,0
0,1766066,5690561,12,417,3428314,1052809,6566066,Rejected,0.0,1.0,1.0,0.0,0
3,4138849,15028053,6,394,7033805,5410796,9559733,Rejected,1.0,0.0,1.0,0.0,0
4,7326274,20152549,9,479,7474057,5269290,24777827,Rejected,0.0,1.0,1.0,0.0,0
3,2372394,5096525,8,417,251737,3989577,8072582,Rejected,0.0,1.0,0.0,1.0,0
4,9201630,28163587,9,447,22340761,3350543,33227717,Rejected,0.0,1.0,0.0,1.0,0
0,6200221,16199867,5,507,5599357,5699268,21499844,Rejected,0.0,1.0,0.0,1.0,0
2,8654104,25972947,13,530,5040484,13055316,22948694,Rejected,0.0,1.0,1.0,0.0,0
3,2306703,5809576,8,469,6097127,4214364,7926814,Rejected,0.0,1.0,0.0,1.0,0
2,4272597,13378323,9,452,10950306,2033128,10017178,Rejected,0.0,1.0,1.0,0.0,0
4,4049024,10467619,11,422,6161768,2454875,13700000,Rejected,1.0,0.0,1.0,0.0,0
3,7520141,22886118,7,436,3848611,2860424,20543059,Rejected,0.0,1.0,0.0,1.0,0
5,1000000,2135604,9,478,2247986,1302785,2516409,Rejected,0.0,1.0,1.0,0.0,0
4,8781966,27420760,11,415,7842078,2750816,31868849,Rejected,1.0,0.0,1.0,0.0,0
2,5704837,12058045,6,364,3570977,7344372,21731441,Rejected,1.0,0.0,1.0,0.0,0
1,6334305,20965986,11,503,18501749,7965986,18170359,Rejected,1.0,0.0,1.0,0.0,0
2,3627111,11128969,14,421,5942060,1828969,9058868,Rejected,1.0,0.0,1.0,0.0,0
2,4873854,13526145,9,422,3299322,7900000,17265025,Rejected,0.0,1.0,0.0,1.0,0
5,3963118,10232426,6,350,7912871,7067573,11843564,Rejected,1.0,0.0,0.0,1.0,0
3,1444395,4433187,11,445,4040659,1203736,3692527,Rejected,1.0,0.0,0.0,1.0,0
0,3800451,10600000,11,489,3286450,6504968,14401806,Rejected,1.0,0.0,0.0,1.0,0
1,776524,2676524,12,417,1523475,1321864,2732796,Rejected,0.0,1.0,0.0,1.0,0
3,4432400,10748601,5,479,8441336,3972066,15597202,Rejected,1.0,0.0,0.0,1.0,0
4,5990800,18855381,7,367,15060072,9278472,19169272,Rejected,1.0,0.0,0.0,1.0,0
4,2211734,5123469,6,312,3208801,2579463,6620536,Rejected,1.0,0.0,0.0,1.0,0
1,5000000,16916807,12,515,2242018,1507003,15485993,Rejected,0.0,1.0,0.0,1.0,0
4,3635271,11639680,14,543,8473546,339680,11916230,Rejected,1.0,0.0,1.0,0.0,0
1,3200000,9230519,10,445,5935714,1517857,8216882,Rejected,1.0,0.0,0.0,1.0,0
0,4437320,10613396,13,469,2225836,4787559,13899522,Rejected,1.0,0.0,1.0,0.0,0
4,6564116,20517061,9,410,5994110,5171766,15254705,Rejected,1.0,0.0,0.0,1.0,0
0,3554848,8487120,5,524,3669319,3254848,11220984,Rejected,1.0,0.0,0.0,1.0,0
1,1674921,4474921,20,455,576180,524763,5349842,Rejected,0.0,1.0,0.0,1.0,0
1,554736,1632104,4,488,1473681,154736,1267895,Rejected,0.0,1.0,0.0,1.0,0
1,7450625,19534215,16,451,12600000,5883590,27320308,Rejected,0.0,1.0,1.0,0.0,0
1,5202723,20519061,10,409,1129953,3443568,18273521,Rejected,0.0,1.0,0.0,1.0,0
3,7750785,26075916,6,441,1704712,7852356,24082198,Rejected,1.0,0.0,0.0,1.0,0
3,4914142,17427619,14,335,4927952,5514142,13229285,Rejected,0.0,1.0,0.0,1.0,0
4,6541319,15180210,12,329,9861108,9734722,17854512,Rejected,0.0,1.0,0.0,1.0,0
1,3891162,9572558,11,484,2440697,6631860,9454883,Rejected,0.0,1.0,0.0,1.0,0
4,8420890,25900000,9,451,10994707,12784683,29404731,Rejected,1.0,0.0,0.0,1.0,0
4,3153279,8093440,15,381,2926639,3826639,10134002,Rejected,0.0,1.0,0.0,1.0,0
4,2564411,5686468,7,495,3072936,2220297,7228822,Rejected,1.0,0.0,0.0,1.0,0
2,5977642,19258231,13,408,15094106,7965599,19335874,Rejected,1.0,0.0,0.0,1.0,0
2,3134956,9698665,15,440,3365043,1685389,6918145,Rejected,0.0,1.0,1.0,0.0,0
0,3817046,10600000,10,481,2788608,6687510,14468185,Rejected,1.0,0.0,0.0,1.0,0
0,3800000,10539000,12,492,3208500,6266168,14379666,Rejected,0.0,1.0,0.0,1.0,0
1,300000,1200000,18,686,279093,29848,729848,Rejected,1.0,0.0,1.0,0.0,0
3,3234223,9339563,13,370,4500000,731553,9684466,Rejected,1.0,0.0,0.0,1.0,0
3,8012920,24938672,16,422,2467699,14283893,30766150,Rejected,0.0,1.0,0.0,1.0,0
2,6299770,15724026,5,405,700458,2362929,22924713,Rejected,0.0,1.0,0.0,1.0,0
3,2651281,7000000,5,357,1187693,2455899,8124613,Rejected,0.0,1.0,1.0,0.0,0
3,7798059,16396119,6,382,11766162,15015948,22780170,Rejected,0.0,1.0,1.0,0.0,0
3,1868650,5300000,12,443,2456745,3029762,4905952,Rejected,1.0,0.0,0.0,1.0,0
2,8641999,20805199,7,505,1023397,1481398,34089197,Rejected,1.0,0.0,0.0,1.0,0
0,7952373,19902352,11,399,3428559,471440,26038093,Rejected,1.0,0.0,1.0,0.0,0
1,3047226,7170839,5,468,3790967,3545163,11161806,Rejected,1.0,0.0,0.0,1.0,0
2,4790682,14198136,12,371,3179500,216771,14001863,Rejected,0.0,1.0,0.0,1.0,0
2,1563139,4910581,10,392,131569,326278,5536860,Rejected,0.0,1.0,0.0,1.0,0
1,3344267,11670488,13,429,4073779,6270488,8336889,Rejected,0.0,1.0,1.0,0.0,0
4,9321529,22764589,18,408,11762039,9156940,29120892,Rejected,0.0,1.0,0.0,1.0,0
2,1481775,4508876,9,493,2672899,1931538,3186213,Rejected,0.0,1.0,1.0,0.0,0
1,7191000,24547667,9,323,1480666,800000,18505999,Rejected,0.0,1.0,0.0,1.0,0
2,6256625,17179503,2,528,15628883,2548238,17180744,Rejected,0.0,1.0,0.0,1.0,0
3,5975918,13972243,4,417,10741360,2193015,20527573,Rejected,1.0,0.0,0.0,1.0,0
4,8347100,17568260,11,397,13373550,14404780,24484130,Rejected,0.0,1.0,1.0,0.0,0
1,3968390,9052293,11,513,936780,2898831,10515512,Rejected,0.0,1.0,0.0,1.0,0
3,1865009,5568986,8,452,3802983,2800994,6600000,Rejected,1.0,0.0,0.0,1.0,0
1,2658329,6113890,13,414,3572219,1927780,10347208,Rejected,0.0,1.0,0.0,1.0,0
2,4963898,16910063,18,367,4389936,4560382,12756229,Rejected,1.0,0.0,1.0,0.0,0
0,1035241,3270483,8,346,429516,670483,3770483,Rejected,1.0,0.0,0.0,1.0,0
1,5827954,12537272,2,323,7721136,8270795,16325454,Rejected,1.0,0.0,0.0,1.0,0
3,1534284,5102853,8,428,2700000,766856,3566286,Rejected,0.0,1.0,1.0,0.0,0
1,8673859,19405789,11,379,2507017,2035263,29994210,Rejected,0.0,1.0,0.0,1.0,0
3,694454,2300000,6,449,1534703,552772,2118068,Rejected,1.0,0.0,0.0,1.0,0
4,4581658,12309547,11,504,10999497,7818341,13699497,Rejected,0.0,1.0,1.0,0.0,0
4,1947798,7273899,18,461,2901467,1543396,6929035,Rejected,0.0,1.0,1.0,0.0,0
1,4833001,11813598,9,308,8566500,1219900,11314096,Rejected,0.0,1.0,0.0,1.0,0
1,3050636,6955732,11,481,8153184,755732,9298726,Rejected,1.0,0.0,1.0,0.0,0
2,7865009,27460038,14,452,16880115,2782408,17197514,Rejected,0.0,1.0,0.0,1.0,0
1,3033381,6723823,10,388,2981028,909413,10900144,Rejected,1.0,0.0,1.0,0.0,0
0,3771603,11300000,8,530,5090138,256792,10400000,Rejected,0.0,1.0,0.0,1.0,0
1,8394008,31111983,13,509,23405991,3785248,21942396,Rejected,1.0,0.0,1.0,0.0,0
1,3689314,9261643,15,379,8216985,458492,8937122,Rejected,1.0,0.0,1.0,0.0,0
3,7912663,28883844,17,443,4800000,14310370,18829911,Rejected,0.0,1.0,1.0,0.0,0
4,3834023,11863276,15,530,8324482,563276,11444193,Rejected,1.0,0.0,1.0,0.0,0
2,8022886,22828907,15,420,18333732,11721690,16767464,Rejected,0.0,1.0,1.0,0.0,0
1,2578376,5477473,2,363,6139639,2881984,8579278,Rejected,0.0,1.0,1.0,0.0,0
1,5414443,16390922,8,388,5389820,7575928,14019257,Rejected,1.0,0.0,1.0,0.0,0
2,5437197,20434140,7,432,11529297,4131719,18774394,Rejected,0.0,1.0,0.0,1.0,0
4,5761883,14126122,3,397,6304709,6509418,18476232,Rejected,0.0,1.0,1.0,0.0,0
3,1869790,4837707,8,426,1533958,1435832,5403749,Rejected,1.0,0.0,0.0,1.0,0
1,1070315,2929684,13,376,2586732,559369,3746102,Rejected,0.0,1.0,0.0,1.0,0
1,4830323,17584904,19,379,393935,6784772,13309030,Rejected,0.0,1.0,0.0,1.0,0
0,3087935,7612064,19,347,700000,4545710,8075871,Rejected,1.0,0.0,1.0,0.0,0
2,6812387,22717677,19,388,2236258,2169032,20052256,Rejected,1.0,0.0,1.0,0.0,0
0,6847265,23322478,10,351,2737179,1384444,19327094,Rejected,0.0,1.0,0.0,1.0,0
0,5872280,18297405,7,531,4747928,6158807,20451297,Rejected,0.0,1.0,0.0,1.0,0
1,2951270,8210163,8,379,571823,4110163,7776905,Rejected,1.0,0.0,1.0,0.0,0
4,2456019,6631940,9,451,2068059,1552088,9331940,Rejected,1.0,0.0,0.0,1.0,0
2,6575903,22768942,18,526,15410308,5579383,20703347,Rejected,0.0,1.0,0.0,1.0,0
2,9403229,23117764,4,486,20100807,3513727,28574967,Rejected,1.0,0.0,1.0,0.0,0
4,6154711,14121884,9,417,11185916,9321884,18767173,Rejected,0.0,1.0,0.0,1.0,0
1,7644784,15565647,15,528,13838671,4934352,21386511,Rejected,1.0,0.0,1.0,0.0,0
4,300000,500000,8,404,653691,100000,985232,Rejected,1.0,0.0,0.0,1.0,0
0,9100000,23936561,15,435,17309849,2212520,34108013,Rejected,0.0,1.0,1.0,0.0,0
4,8388407,23011592,4,438,6096752,14410509,28797834,Rejected,0.0,1.0,1.0,0.0,0
1,4336989,15378064,15,447,6015053,1115053,10517850,Rejected,0.0,1.0,0.0,1.0,0
2,4255239,12818474,15,457,8971231,1142095,9607812,Rejected,1.0,0.0,1.0,0.0,0
2,3231032,11251712,12,432,5000025,6162065,8886221,Rejected,0.0,1.0,1.0,0.0,0
2,1571246,3363213,6,454,173573,518393,4352852,Rejected,1.0,0.0,0.0,1.0,0
1,6225629,14074370,11,320,18096264,5738140,19103735,Rejected,1.0,0.0,0.0,1.0,0
4,6431863,19861461,11,481,950377,5313349,13738538,Rejected,1.0,0.0,1.0,0.0,0
2,5488061,19300000,10,345,14417908,1246275,12352244,Rejected,0.0,1.0,0.0,1.0,0
2,6237238,13702928,5,390,10322593,1416736,19367781,Rejected,1.0,0.0,0.0,1.0,0
4,8300000,17708245,11,333,19604122,13175950,22491754,Rejected,0.0,1.0,1.0,0.0,0
3,2370419,6122514,15,378,6128143,3546466,5005628,Rejected,0.0,1.0,1.0,0.0,0
0,3826667,13975384,14,362,10325128,250769,8976410,Rejected,1.0,0.0,0.0,1.0,0
4,8042798,22547779,8,361,7534454,9096097,18173889,Rejected,1.0,0.0,1.0,0.0,0
1,3284765,8284278,16,461,5808104,1977634,12892869,Rejected,1.0,0.0,1.0,0.0,0
1,4970914,18490030,9,390,13848200,329085,15801386,Rejected,1.0,0.0,1.0,0.0,0
2,5882730,19155571,8,403,4648191,10392619,14462952,Rejected,0.0,1.0,1.0,0.0,0
2,7600000,19151712,11,466,5704812,1664763,15975285,Rejected,0.0,1.0,1.0,0.0,0
1,4579812,13786948,7,515,13247511,6258685,9767699,Rejected,0.0,1.0,1.0,0.0,0
1,9333012,23197689,4,487,20111164,3494417,28574879,Rejected,1.0,0.0,1.0,0.0,0
3,7086060,18230235,6,352,14788350,11902356,18702289,Rejected,1.0,0.0,0.0,1.0,0
2,2063616,7681793,16,423,5263647,3227233,5809088,Rejected,1.0,0.0,0.0,1.0,0
4,8311290,23107056,4,460,5461893,14346574,28371772,Rejected,0.0,1.0,0.0,1.0,0
2,8220736,32303682,10,477,19689631,13431444,23965891,Rejected,1.0,0.0,1.0,0.0,0
2,7557573,19223029,9,474,6219997,9272121,25660606,Rejected,1.0,0.0,0.0,1.0,0
2,2300000,6808123,9,418,2804061,2687814,6336555,Rejected,1.0,0.0,1.0,0.0,0
2,4889534,13042437,17,406,5579641,4084301,16483727,Rejected,1.0,0.0,0.0,1.0,0
4,4690625,15878668,14,359,7626630,8326630,16455978,Rejected,0.0,1.0,0.0,1.0,0
0,1063428,3125371,7,506,1684341,1788800,2850743,Rejected,1.0,0.0,0.0,1.0,0
0,6183205,20200764,20,368,9316794,5245032,17316029,Rejected,1.0,0.0,1.0,0.0,0
